Id,ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
1503960366,2016-04-12,728,328,13,25,0,6.05999994277954,0.550000011920929,1.87999999523163
1503960366,2016-04-13,776,217,19,21,0,4.71000003814697,0.689999997615814,1.57000005245209
1503960366,2016-04-14,1218,181,11,30,0,3.91000008583069,0.400000005960464,2.44000005722046
1503960366,2016-04-15,726,209,34,29,0,2.82999992370605,1.25999999046326,2.14000010490417
1503960366,2016-04-16,773,221,10,36,0,5.03999996185303,0.409999996423721,2.71000003814697
1503960366,2016-04-17,539,164,20,38,0,2.50999999046326,0.779999971389771,3.19000005722046
1503960366,2016-04-18,1149,233,16,42,0,4.71000003814697,0.639999985694885,3.25
1503960366,2016-04-19,775,264,31,50,0,5.03000020980835,1.32000005245209,3.52999997138977
1503960366,2016-04-20,818,205,12,28,0,4.23999977111816,0.479999989271164,1.96000003814697
1503960366,2016-04-21,838,211,8,19,0,4.65000009536743,0.349999994039536,1.3400000333786
1503960366,2016-04-22,1217,130,27,66,0,2.24000000953674,1.12000000476837,4.76000022888184
1503960366,2016-04-23,732,262,21,41,0,5.3600001335144,0.870000004768372,2.80999994277954
1503960366,2016-04-24,709,238,5,39,0,3.27999997138977,0.209999993443489,2.92000007629395
1503960366,2016-04-25,814,216,14,73,0,3.94000005722046,0.569999992847443,5.28999996185303
1503960366,2016-04-26,833,279,23,31,0,5.53999996185303,0.920000016689301,2.32999992370605
1503960366,2016-04-27,1108,243,11,78,0,5.40999984741211,0.409999996423721,6.40000009536743
1503960366,2016-04-28,782,189,28,48,0,3.78999996185303,1.1599999666214,3.53999996185303
1503960366,2016-04-29,815,243,12,16,0,5.57999992370605,0.5,1.05999994277954
1503960366,2016-04-30,712,217,34,52,0,4.26999998092651,1.41999995708466,3.55999994277954
1503960366,2016-05-01,730,246,35,33,0,2.92000007629395,1.60000002384186,2.28999996185303
1503960366,2016-05-02,798,277,15,41,0,5.92000007629395,0.569999992847443,3.21000003814697
1503960366,2016-05-03,816,254,24,50,0,4.88000011444092,1.04999995231628,3.73000001907349
1503960366,2016-05-04,1179,203,22,36,0,3.8199999332428,0.870000004768372,2.46000003814697
1503960366,2016-05-05,857,250,24,45,0,4.88000011444092,1.08000004291534,2.92000007629395
1503960366,2016-05-06,754,289,6,24,0,5.80999994277954,0.25,1.97000002861023
1503960366,2016-05-07,833,175,46,37,0,3.13000011444092,2.11999988555908,2.46000003814697
1503960366,2016-05-08,574,203,8,44,0,2.73000001907349,0.319999992847443,3.52999997138977
1503960366,2016-05-09,835,206,11,46,0,3.74000000953674,0.529999971389771,3.45000004768372
1503960366,2016-05-10,746,214,31,46,0,3.25999999046326,1.1599999666214,3.34999990463257
1503960366,2016-05-11,669,251,23,36,0,4.55000019073486,1.00999999046326,2.55999994277954
1503960366,2016-05-12,1440,0,0,0,0,0,0,0
1624580081,2016-04-12,1294,146,0,0,0,5.30999994277954,0,0
1624580081,2016-04-13,1292,148,0,0,0,4.55000019073486,0,0
1624580081,2016-04-14,1204,236,0,0,0.00999999977648258,5.90999984741211,0,0
1624580081,2016-04-15,1344,96,0,0,0,0.970000028610229,0,0
1624580081,2016-04-16,1264,176,0,0,0,3.49000000953674,0,0
1624580081,2016-04-17,1276,127,22,15,0.00999999977648258,1.49000000953674,1.51999998092651,1.02999997138977
1624580081,2016-04-18,1214,202,7,17,0.00999999977648258,4.61999988555908,0.620000004768372,2.15000009536743
1624580081,2016-04-19,1299,141,0,0,0,1.89999997615814,0,0
1624580081,2016-04-20,1289,151,0,0,0,3.23000001907349,0,0
1624580081,2016-04-21,1254,186,0,0,0.0199999995529652,4.1100001335144,0,0
1624580081,2016-04-22,1241,199,0,0,0,2.59999990463257,0,0
1624580081,2016-04-23,1213,227,0,0,0.00999999977648258,5.53999996185303,0,0
1624580081,2016-04-24,1221,185,18,16,0,1.88999998569489,0.910000026226044,1.14999997615814
1624580081,2016-04-25,1238,202,0,0,0.0199999995529652,4.19999980926514,0,0
1624580081,2016-04-26,1300,140,0,0,0.00999999977648258,1.83000004291534,0,0
1624580081,2016-04-27,1233,154,36,17,0,2.46000003814697,1.87000000476837,1.11000001430511
1624580081,2016-04-28,1320,115,5,0,0,1.60000002384186,0.200000002980232,0
1624580081,2016-04-29,1290,150,0,0,0,1.54999995231628,0,0
1624580081,2016-04-30,1182,224,23,11,0.00999999977648258,2.11999988555908,1.27999997138977,0.899999976158142
1624580081,2016-05-01,1020,171,63,186,0.0199999995529652,1.9099999666214,4.19000005722046,21.9200000762939
1624580081,2016-05-02,1261,166,6,7,0,3.47000002861023,0.589999973773956,0.860000014305115
1624580081,2016-05-03,1344,96,0,0,0.0199999995529652,1.3400000333786,0,0
1624580081,2016-05-04,1322,118,0,0,0,1.41999995708466,0,0
1624580081,2016-05-05,1323,117,0,0,0.0199999995529652,1.58000004291534,0,0
1624580081,2016-05-06,1338,102,0,0,0.00999999977648258,1.12000000476837,0,0
1624580081,2016-05-07,1258,182,0,0,0,1.37000000476837,0,0
1624580081,2016-05-08,1288,152,0,0,0,2.22000002861023,0,0
1624580081,2016-05-09,1349,91,0,0,0,1.12999999523163,0,0
1624580081,2016-05-10,1301,139,0,0,0.00999999977648258,1.91999995708466,0,0
1624580081,2016-05-11,1328,112,0,0,0,2.03999996185303,0,0
1624580081,2016-05-12,890,107,0,0,0.00999999977648258,1.91999995708466,0,0
1644430081,2016-04-12,1131,256,51,2,0,5.32999992370605,2.29999995231628,0.140000000596046
1644430081,2016-04-13,1259,135,16,30,0,2.64000010490417,0.899999976158142,2.27999997138977
1644430081,2016-04-14,1125,252,58,5,0,5.09999990463257,2.55999994277954,0.360000014305115
1644430081,2016-04-15,1263,170,4,3,0,3.45000004768372,0.150000005960464,0.219999998807907
1644430081,2016-04-16,1135,212,42,51,0,5.09000015258789,1.87999999523163,4.09999990463257
1644430081,2016-04-17,1212,186,13,29,0,3.54999995231628,0.569999992847443,2.25
1644430081,2016-04-18,1271,121,33,15,0,2.45000004768372,1.66999995708466,1.07000005245209
1644430081,2016-04-19,1099,278,58,5,0,5.30000019073486,2.52999997138977,0.360000014305115
1644430081,2016-04-20,1315,125,0,0,0.00999999977648258,1.75999999046326,0,0
1644430081,2016-04-21,1402,38,0,0,0.00999999977648258,0.879999995231628,0,0
1644430081,2016-04-22,1354,86,0,0,0.00999999977648258,2.66000008583069,0,0
1644430081,2016-04-23,1265,160,15,0,0,4.25,0.579999983310699,0
1644430081,2016-04-24,1351,89,0,0,0,2.41000008583069,0,0
1644430081,2016-04-25,1337,94,1,8,0,1.95000004768372,0.0599999986588955,0.589999973773956
1644430081,2016-04-26,1165,223,41,11,0,4.69000005722046,1.72000002861023,0.800000011920929
1644430081,2016-04-27,1322,118,0,0,0,2.20000004768372,0,0
1644430081,2016-04-28,1157,227,53,3,0,4.30999994277954,2.3199999332428,0.200000002980232
1644430081,2016-04-29,1193,120,0,0,0,2.30999994277954,0,0
1644430081,2016-04-30,816,402,71,9,0,9.46000003814697,3.14000010490417,0.629999995231628
1644430081,2016-05-01,908,146,24,3,0,3.23000001907349,0.990000009536743,0.239999994635582
1644430081,2016-05-02,682,148,7,1,0,2.34999990463257,0.310000002384186,0.0700000002980232
1644430081,2016-05-03,1115,221,94,10,0,4.53999996185303,4.09000015258789,0.720000028610229
1644430081,2016-05-04,1388,52,0,0,0.0199999995529652,1.6599999666214,0,0
1644430081,2016-05-05,1341,81,12,6,0.00999999977648258,2.13000011444092,0.540000021457672,0.519999980926514
1644430081,2016-05-06,1054,369,6,11,0.0199999995529652,6.01000022888184,0.270000010728836,0.819999992847443
1644430081,2016-05-07,1139,243,17,41,0.00999999977648258,5.67000007629395,0.790000021457672,3.25999999046326
1644430081,2016-05-08,991,295,0,0,0,4.88000011444092,0,0
1644430081,2016-05-09,1099,303,6,32,0.00999999977648258,2.08999991416931,0.349999994039536,2.39000010490417
1644430081,2016-05-10,1254,155,19,12,0.00999999977648258,4.96999979019165,0.810000002384186,0.879999995231628
1644430081,2016-05-11,713,49,0,0,0.00999999977648258,0.949999988079071,0,0
1844505072,2016-04-12,1101,339,0,0,0,4.42999982833862,0,0
1844505072,2016-04-13,1192,248,0,0,0,3.25999999046326,0,0
1844505072,2016-04-14,843,373,0,0,0,5.23000001907349,0,0
1844505072,2016-04-15,527,176,0,0,0,2.53999996185303,0,0
1844505072,2016-04-16,1293,147,0,0,0,2.25999999046326,0,0
1844505072,2016-04-17,1231,199,8,2,0,2.58999991416931,0.259999990463257,0.140000000596046
1844505072,2016-04-18,1211,217,12,0,0,2.55999994277954,0.479999989271164,0
1844505072,2016-04-19,1430,10,0,0,0,0.129999995231628,0,0
1844505072,2016-04-20,1439,1,0,0,0,0.00999999977648258,0,0
1844505072,2016-04-21,1117,308,13,2,0,4.67999982833862,0.519999980926514,0.119999997317791
1844505072,2016-04-22,1220,220,0,0,0,3.54999995231628,0,0
1844505072,2016-04-23,1301,139,0,0,0,2.35999989509583,0,0
1844505072,2016-04-24,1440,0,0,0,0,0,0,0
1844505072,2016-04-25,1440,0,0,0,0,0,0,0
1844505072,2016-04-26,1440,0,0,0,0,0,0,0
1844505072,2016-04-27,1439,1,0,0,0,0,0,0
1844505072,2016-04-28,1138,302,0,0,0,4.55999994277954,0,0
1844505072,2016-04-29,1082,247,0,0,0,3.25,0,0
1844505072,2016-04-30,218,184,0,0,0,2.65000009536743,0,0
1844505072,2016-05-01,585,75,7,0,0,1.45000004768372,0.259999990463257,0
1844505072,2016-05-02,1440,0,0,0,0,0,0,0
1844505072,2016-05-03,1256,184,0,0,0,2.6800000667572,0,0
1844505072,2016-05-04,1353,87,0,0,0,1.37000000476837,0,0
1844505072,2016-05-05,1320,120,0,0,0,1.48000001907349,0,0
1844505072,2016-05-06,1438,2,0,0,0,0.0299999993294477,0,0
1844505072,2016-05-07,1440,0,0,0,0,0,0,0
1844505072,2016-05-08,1440,0,0,0,0,0,0,0
1844505072,2016-05-09,1440,0,0,0,0,0,0,0
1844505072,2016-05-10,1440,0,0,0,0,0,0,0
1844505072,2016-05-11,1440,0,0,0,0,0,0,0
1844505072,2016-05-12,711,0,0,0,0,0,0,0
1927972279,2016-04-12,734,55,0,0,0,0.469999998807907,0,0
1927972279,2016-04-13,986,32,0,0,0,0.25,0,0
1927972279,2016-04-14,1292,88,9,0,0,1.10000002384186,0.400000005960464,0
1927972279,2016-04-15,941,51,0,0,0,0.680000007152557,0,0
1927972279,2016-04-16,1440,0,0,0,0,0,0,0
1927972279,2016-04-17,1440,0,0,0,0,0,0,0
1927972279,2016-04-18,1423,17,0,0,0,0.170000001788139,0,0
1927972279,2016-04-19,1440,0,0,0,0,0,0,0
1927972279,2016-04-20,1440,0,0,0,0,0,0,0
1927972279,2016-04-21,1440,0,0,0,0,0,0,0
1927972279,2016-04-22,1430,10,0,0,0,0.100000001490116,0,0
1927972279,2016-04-23,1295,145,0,0,0,2.03999996185303,0,0
1927972279,2016-04-24,1358,75,6,1,0,1.13999998569489,0.239999994635582,0.0700000002980232
1927972279,2016-04-25,1303,12,0,0,0,0.109999999403954,0,0
1927972279,2016-04-26,1058,192,0,0,0,2.59999990463257,0,0
1927972279,2016-04-27,1440,0,0,0,0,0,0,0
1927972279,2016-04-28,1167,95,0,0,0,1.1599999666214,0,0
1927972279,2016-04-29,1440,0,0,0,0,0,0,0
1927972279,2016-04-30,1440,0,0,0,0,0,0,0
1927972279,2016-05-01,1355,70,1,14,0,0.829999983310699,0.0299999993294477,1.00999999046326
1927972279,2016-05-02,1322,94,8,16,0,1.1599999666214,0.300000011920929,1.1599999666214
1927972279,2016-05-03,1413,17,0,10,0,0.180000007152557,0,0.730000019073486
1927972279,2016-05-04,1353,87,0,0,0,1.24000000953674,0,0
1927972279,2016-05-05,1440,0,0,0,0,0,0,0
1927972279,2016-05-06,1332,108,0,0,0,1.45000004768372,0,0
1927972279,2016-05-07,1392,48,0,0,0,1.03999996185303,0,0
1927972279,2016-05-08,1440,0,0,0,0,0,0,0
1927972279,2016-05-09,1440,0,0,0,0,0,0,0
1927972279,2016-05-10,1440,0,0,0,0,0,0,0
1927972279,2016-05-11,1440,0,0,0,0,0,0,0
1927972279,2016-05-12,966,0,0,0,0,0,0,0
2022484408,2016-04-12,1157,227,14,42,0,4.26000022888184,0.769999980926514,3.30999994277954
2022484408,2016-04-13,1100,292,5,43,0,5.40999984741211,0.100000001490116,2.99000000953674
2022484408,2016-04-14,1148,257,3,32,0,4.82000017166138,0.209999993443489,2.48000001907349
2022484408,2016-04-15,1122,282,9,27,0,5.78000020980835,0.310000002384186,1.94000005722046
2022484408,2016-04-16,1237,151,11,41,0,3.39000010490417,0.550000011920929,3.15000009536743
2022484408,2016-04-17,1052,331,29,28,0,6.88000011444092,0.660000026226044,3.86999988555908
2022484408,2016-04-18,1078,311,3,48,0,6.30000019073486,0.119999997317791,3.64000010490417
2022484408,2016-04-19,1152,250,7,31,0,5,0.239999994635582,3.28999996185303
2022484408,2016-04-20,1053,276,63,48,0,5.40000009536743,1.92999994754791,3.33999991416931
2022484408,2016-04-21,1028,255,53,104,0,4.30999994277954,1.11000001430511,3.32999992370605
2022484408,2016-04-22,1105,273,10,52,0,4.46999979019165,0.419999986886978,4.42999982833862
2022484408,2016-04-23,1191,249,0,0,0,4.21000003814697,0,0
2022484408,2016-04-24,1161,216,26,37,0,4.57999992370605,1.14999997615814,4.55000019073486
2022484408,2016-04-25,1171,217,8,44,0,4.46000003814697,0.219999998807907,3.32999992370605
2022484408,2016-04-26,1086,275,24,55,0,5.1100001335144,0.660000026226044,1.42999994754791
2022484408,2016-04-27,1119,282,20,19,0,5.11999988555908,0.970000028610229,1.03999996185303
2022484408,2016-04-28,1123,291,20,6,0,5.3899998664856,1.33000004291534,0.409999996423721
2022484408,2016-04-29,1098,281,40,21,0,5.5,1.21000003814697,0.479999989271164
2022484408,2016-04-30,1043,361,23,13,0,10.5699996948242,1.39999997615814,0.939999997615814
2022484408,2016-05-01,1142,245,28,25,0,4.5,0.959999978542328,1.94000005722046
2022484408,2016-05-02,1119,277,8,36,0,4.32999992370605,0.340000003576279,2.60999989509583
2022484408,2016-05-03,1104,250,14,72,0,4.28000020980835,0.46000000834465,3.99000000953674
2022484408,2016-05-04,1105,272,27,36,0,4.84999990463257,0.930000007152557,2.50999999046326
2022484408,2016-05-05,1112,253,20,55,0,4.69999980926514,0.860000014305115,2.78999996185303
2022484408,2016-05-06,1104,295,17,24,0,4.6399998664856,0.670000016689301,1.87000000476837
2022484408,2016-05-07,1269,149,2,20,0,3.01999998092651,0.0799999982118607,1.61000001430511
2022484408,2016-05-08,1305,135,0,0,0,2.30999994277954,0,0
2022484408,2016-05-09,1061,297,47,35,0,5.6399998664856,1.62999999523163,2.11999988555908
2022484408,2016-05-10,1084,271,28,57,0,5.55999994277954,1.21000003814697,2.22000002861023
2022484408,2016-05-11,1133,224,25,58,0,3.99000000953674,1.14999997615814,4.17999982833862
2022484408,2016-05-12,728,236,16,16,0,4.44000005722046,0.670000016689301,1.27999997138977
2026352035,2016-04-12,706,181,8,3,0,2.20000004768372,0.349999994039536,0.189999997615814
2026352035,2016-04-13,663,238,0,0,0,3.09999990463257,0,0
2026352035,2016-04-14,653,197,0,0,0,2.04999995231628,0,0
2026352035,2016-04-15,687,188,0,0,0,2.36999988555908,0,0
2026352035,2016-04-16,728,150,0,0,0,1.58000004291534,0,0
2026352035,2016-04-17,1053,60,0,0,0,0.519999980926514,0,0
2026352035,2016-04-18,1062,182,0,0,0,2.05999994277954,0,0
2026352035,2016-04-19,785,141,0,0,0,1.5,0,0
2026352035,2016-04-20,623,327,0,0,0,4.48000001907349,0,0
2026352035,2016-04-21,749,153,0,0,0,1.52999997138977,0,0
2026352035,2016-04-22,712,162,0,0,0,1.80999994277954,0,0
2026352035,2016-04-23,458,432,0,0,0,7.71000003814697,0,0
2026352035,2016-04-24,704,164,0,0,0,2.16000008583069,0,0
2026352035,2016-04-25,821,260,0,0,0,3.73000001907349,0,0
2026352035,2016-04-26,1018,288,0,0,0,3.6800000667572,0,0
2026352035,2016-04-27,586,286,0,0,0,3.76999998092651,0,0
2026352035,2016-04-28,626,331,0,0,0,3.95000004768372,0,0
2026352035,2016-04-29,492,352,0,0,0,4.71000003814697,0,0
2026352035,2016-04-30,594,233,0,0,0,2.9300000667572,0,0
2026352035,2016-05-01,716,191,0,0,0,2.27999997138977,0,0
2026352035,2016-05-02,716,355,0,0,0,4.34999990463257,0,0
2026352035,2016-05-03,981,304,0,0,0,3.72000002861023,0,0
2026352035,2016-05-04,530,345,0,0,0,4.07000017166138,0,0
2026352035,2016-05-05,479,475,0,0,0,7.53999996185303,0,0
2026352035,2016-05-06,511,383,0,0,0,5.07999992370605,0,0
2026352035,2016-05-07,665,229,0,0,0,2.59999990463257,0,0
2026352035,2016-05-08,610,258,0,0,0,3.45000004768372,0,0
2026352035,2016-05-09,543,401,0,0,0,6.59999990463257,0,0
2026352035,2016-05-10,1002,17,0,0,0,0.159999996423721,0,0
2026352035,2016-05-11,569,330,0,0,0,5.32000017166138,0,0
2026352035,2016-05-12,330,343,0,0,0,5.51000022888184,0,0
2320127002,2016-04-12,1112,306,9,13,0,6.01000022888184,0.310000002384186,1.16999995708466
2320127002,2016-04-13,1105,335,0,0,0,4.90000009536743,0,0
2320127002,2016-04-14,1249,191,0,0,0,2.6800000667572,0,0
2320127002,2016-04-15,1195,245,0,0,0,3.50999999046326,0,0
2320127002,2016-04-16,1245,195,0,0,0,3.40000009536743,0,0
2320127002,2016-04-17,1191,249,0,0,0,4.17999982833862,0,0
2320127002,2016-04-18,1173,260,7,0,0,4.1399998664856,0.259999990463257,0
2320127002,2016-04-19,1201,228,11,0,0,3.66000008583069,0.379999995231628,0
2320127002,2016-04-20,1146,283,11,0,0,4.34000015258789,0.490000009536743,0
2320127002,2016-04-21,1302,127,10,1,0,1.80999994277954,0.419999986886978,0.0599999986588955
2320127002,2016-04-22,1174,266,0,0,0,3.75999999046326,0,0
2320127002,2016-04-23,1129,242,0,0,0,3.42000007629395,0,0
2320127002,2016-04-24,1236,204,0,0,0,2.79999995231628,0,0
2320127002,2016-04-25,1280,152,5,3,0,1.99000000953674,0.200000002980232,0.230000004172325
2320127002,2016-04-26,1293,147,0,0,0,2.29999995231628,0,0
2320127002,2016-04-27,1358,82,0,0,0,1.1599999666214,0,0
2320127002,2016-04-28,1364,76,0,0,0,1.02999997138977,0,0
2320127002,2016-04-29,1395,45,0,0,0,0.620000004768372,0,0
2320127002,2016-04-30,1206,234,0,0,0,3.0699999332428,0,0
2320127002,2016-05-01,1400,40,0,0,0,0.519999980926514,0,0
2320127002,2016-05-02,1306,123,6,5,0,1.87999999523163,0.209999993443489,0.360000014305115
2320127002,2016-05-03,1204,206,10,20,0,3.16000008583069,0.370000004768372,1.49000000953674
2320127002,2016-05-04,1388,52,0,0,0,0.810000002384186,0,0
2320127002,2016-05-05,1206,223,11,0,0,3.10999989509583,0.389999985694885,0
2320127002,2016-05-06,1236,204,0,0,0,3.28999996185303,0,0
2320127002,2016-05-07,1121,319,0,0,0,4.96999979019165,0,0
2320127002,2016-05-08,1193,247,0,0,0,3.47000002861023,0,0
2320127002,2016-05-09,1295,145,0,0,0,2.07999992370605,0,0
2320127002,2016-05-10,1150,290,0,0,0,4.19999980926514,0,0
2320127002,2016-05-11,1140,300,0,0,0,4.32999992370605,0,0
2320127002,2016-05-12,830,128,0,0,0,1.78999996185303,0,0
2347167796,2016-04-12,964,320,13,28,0,4.19999980926514,0.620000004768372,2
2347167796,2016-04-13,676,195,32,19,0,3.41000008583069,1.94000005722046,1.6599999666214
2347167796,2016-04-14,705,206,48,1,0,3.94000005722046,2.74000000953674,0.0199999995529652
2347167796,2016-04-15,720,284,24,1,0,5.42999982833862,1.41999995708466,0.0700000002980232
2347167796,2016-04-16,968,268,72,66,0,5.53000020980835,4.09999990463257,5.44999980926514
2347167796,2016-04-17,508,249,7,1,0,3.25999999046326,0.280000001192093,0.0799999982118607
2347167796,2016-04-18,678,206,16,11,0,3.78999996185303,0.860000014305115,0.790000021457672
2347167796,2016-04-19,648,382,7,0,0,4.44000005722046,0,0
2347167796,2016-04-20,1011,269,43,11,0,4.78000020980835,1.80999994277954,0.680000007152557
2347167796,2016-04-21,761,208,26,23,0,3.38000011444092,1.52999997138977,1.85000002384186
2347167796,2016-04-22,781,206,27,9,0,2.92000007629395,1.67999994754791,0.560000002384186
2347167796,2016-04-23,591,360,35,32,0,7.15000009536743,1.45000004768372,2.77999997138977
2347167796,2016-04-24,584,360,0,0,0,6.26000022888184,0,0
2347167796,2016-04-25,653,277,11,15,0,4.59999990463257,0.519999980926514,1.26999998092651
2347167796,2016-04-26,732,227,0,0,0,3.95000004768372,0,0
2347167796,2016-04-27,623,295,9,26,0,5.32000017166138,0.400000005960464,1.86000001430511
2347167796,2016-04-28,764,229,0,0,0,3.59999990463257,0,0
2347167796,2016-04-29,2,4,0,0,0,0.0299999993294477,0,0
2873212765,2016-04-12,1061,356,21,2,0,4.88000011444092,0.930000007152557,0.109999999403954
2873212765,2016-04-13,1028,404,8,0,0.0199999995529652,4.88000011444092,0.219999998807907,0
2873212765,2016-04-14,1109,331,0,0,0,5.32000017166138,0,0
2873212765,2016-04-15,992,448,0,0,0.00999999977648258,5.69000005722046,0,0
2873212765,2016-04-16,1087,305,1,47,0.00999999977648258,3.50999999046326,0.0199999995529652,3.10999989509583
2873212765,2016-04-17,1272,160,8,0,0,1.3400000333786,0.349999994039536,0
2873212765,2016-04-18,1122,311,6,1,0,4.8899998664856,0.280000001192093,0.0700000002980232
2873212765,2016-04-19,1051,389,0,0,0,5.3600001335144,0,0
2873212765,2016-04-20,1035,378,5,22,0.00999999977648258,4.65999984741211,0.119999997317791,1.50999999046326
2873212765,2016-04-21,1057,371,10,2,0.00999999977648258,5.46999979019165,0.370000004768372,0.129999995231628
2873212765,2016-04-22,1028,366,0,46,0.0199999995529652,4.42000007629395,0,0.46000000834465
2873212765,2016-04-23,1077,330,5,28,0.00999999977648258,4.01999998092651,0.230000004172325,2.08999991416931
2873212765,2016-04-24,1203,190,1,46,0,1.62000000476837,0.0599999986588955,3
2873212765,2016-04-25,1081,359,0,0,0,4.94999980926514,0,0
2873212765,2016-04-26,1124,309,5,2,0,5.23999977111816,0.180000007152557,0.119999997317791
2873212765,2016-04-27,1197,197,0,46,0,2.35999989509583,0,0
2873212765,2016-04-28,1192,213,7,28,0,2.91000008583069,0.340000003576279,2.16000008583069
2873212765,2016-04-29,1191,206,23,20,0,2.1800000667572,1.4099999666214,1.36000001430511
2873212765,2016-04-30,1167,248,20,5,0.00999999977648258,4.26000022888184,1.08000004291534,0.330000013113022
2873212765,2016-05-01,1219,196,18,7,0,3.44000005722046,1.03999996185303,0.490000009536743
2873212765,2016-05-02,1099,334,7,0,0.0199999995529652,4.82999992370605,0.209999993443489,0
2873212765,2016-05-03,1070,363,6,1,0.00999999977648258,4.65999984741211,0.25,0.0599999986588955
2873212765,2016-05-04,1020,420,0,0,0,5.55999994277954,0,0
2873212765,2016-05-05,1093,311,23,13,0,4.03000020980835,0.800000011920929,0.779999971389771
2873212765,2016-05-06,1065,370,5,0,0.00999999977648258,4.6100001335144,0.119999997317791,0
2873212765,2016-05-07,1302,52,11,75,0,0.550000011920929,0.550000011920929,2.27999997138977
2873212765,2016-05-08,1068,326,0,46,0,2.64000010490417,0,2.90000009536743
2873212765,2016-05-09,1095,345,0,0,0,5.19000005722046,0,0
2873212765,2016-05-10,1067,373,0,0,0.00999999977648258,5.55000019073486,0,0
2873212765,2016-05-11,1121,319,0,0,0.00999999977648258,4.32000017166138,0,0
2873212765,2016-05-12,720,268,0,0,0,5.1100001335144,0,0
3372868164,2016-04-12,1160,280,0,0,0.00999999977648258,3.23000001907349,0,0
3372868164,2016-04-13,1045,371,8,16,0.0199999995529652,5.26999998092651,0.340000003576279,0.990000009536743
3372868164,2016-04-14,1039,370,25,6,0.00999999977648258,4.65000009536743,1.02999997138977,0.340000003576279
3372868164,2016-04-15,1105,335,0,0,0.0199999995529652,5.05999994277954,0,0
3372868164,2016-04-16,1084,356,0,0,0.0299999993294477,4.69999980926514,0,0
3372868164,2016-04-17,1105,322,2,11,0.00999999977648258,4.3600001335144,0.100000001490116,1.4099999666214
3372868164,2016-04-18,1070,343,7,20,0,3.34999990463257,0.200000002980232,1.08000004291534
3372868164,2016-04-19,1064,376,0,0,0.0199999995529652,5.23999977111816,0,0
3372868164,2016-04-20,1148,274,3,15,0.0199999995529652,2.38000011444092,0.0900000035762787,0.839999973773956
3372868164,2016-04-21,1037,376,9,18,0.00999999977648258,4.6399998664856,0.259999990463257,1.14999997615814
3372868164,2016-04-22,1234,206,0,0,0.00999999977648258,2.60999989509583,0,0
3372868164,2016-04-23,1115,303,2,20,0,3.57999992370605,0.0799999982118607,1.39999997615814
3372868164,2016-04-24,1127,292,7,14,0.0199999995529652,3.49000000953674,0.189999997615814,0.889999985694885
3372868164,2016-04-25,1024,416,0,0,0,4.09000015258789,0,0
3372868164,2016-04-26,1083,333,2,22,0.00999999977648258,3.86999988555908,0.0500000007450581,1.85000002384186
3372868164,2016-04-27,1057,346,13,24,0.00999999977648258,3.19000005722046,0.629999995231628,1.58000004291534
3372868164,2016-04-28,1055,385,0,0,0,3.75999999046326,0,0
3372868164,2016-04-29,1038,402,0,0,0.00999999977648258,6.21999979019165,0,0
3372868164,2016-04-30,1119,300,4,17,0.00999999977648258,2.42000007629395,0.0900000035762787,1.05999994277954
3372868164,2016-05-01,842,172,0,0,0,2.08999991416931,0,0
3977333714,2016-04-12,777,131,19,44,0,2.00999999046326,0.910000026226044,3.05999994277954
3977333714,2016-04-13,754,153,46,31,0,2.54999995231628,2.13000011444092,2.02999997138977
